Date,Open,High,Low,Close,Volume
2017-05-24,976.0,981.0,970.23,980.35,2463052
2017-05-25,984.85,999.0,982.11,993.38,4822032
2017-05-26,995.0,998.65,989.25,995.78,3469154
2017-05-30,996.51,1001.2,995.52,996.7,3263069
2017-05-31,1000.0,1000.12,982.16,994.62,3913115
2017-06-01,998.59,998.99,991.37,995.95,2454841
2017-06-02,998.99,1008.48,995.67,1006.73,3752328
2017-06-05,1007.23,1013.21,1003.51,1011.34,2719859
2017-06-06,1012.0,1016.5,1001.25,1003.0,3346432
2017-06-07,1005.95,1010.25,1002.0,1010.07,2823041
2017-06-08,1012.06,1013.61,1006.11,1010.27,2767857
2017-06-09,1012.5,1012.99,927.0,978.31,7647692
2017-06-12,967.0,975.95,945.0,964.91,9447233
2017-06-13,977.99,984.5,966.1,980.79,4580011
2017-06-14,988.59,990.34,966.71,976.47,3974900
2017-06-15,958.7,965.73,950.86,964.17,5373865
2017-06-16,996.0,999.75,982.0,987.71,11472662
2017-06-19,1017.0,1017.0,989.9,995.17,5043408
2017-06-20,998.0,1004.88,992.02,992.59,4076828
2017-06-21,998.7,1002.72,992.65,1002.23,2922473
2017-06-22,1002.23,1006.96,997.2,1001.3,2253433
2017-06-23,1002.54,1004.62,998.02,1003.74,2879145
2017-06-26,1008.5,1009.8,992.0,993.98,3386157
2017-06-27,990.69,998.8,976.0,976.78,3782389
2017-06-28,978.55,990.68,969.21,990.33,3737567
2017-06-29,979.0,987.56,965.25,975.93,4302968
2017-06-30,980.12,983.47,967.61,968.0,3390345
2017-07-03,972.79,974.49,951.0,953.66,2909108
2017-07-05,961.53,975.0,955.25,971.4,3652955
2017-07-06,964.66,974.4,959.02,965.14,3259613
2017-07-07,969.55,980.11,969.14,978.76,2643387
2017-07-10,985.0,999.44,983.5,996.47,3546268
2017-07-11,993.0,995.99,983.72,994.13,2982726
2017-07-12,1000.65,1008.55,998.1,1006.51,3608574
2017-07-13,1004.62,1006.88,995.9,1000.63,2880769
2017-07-14,1002.4,1004.45,996.89,1001.81,2102469
2017-07-17,1004.69,1014.75,1003.81,1010.04,3712587
2017-07-18,1006.0,1026.03,1004.0,1024.45,4007624
2017-07-19,1025.0,1031.59,1022.5,1026.87,2963964
2017-07-20,1031.59,1034.97,1022.52,1028.7,3097487
2017-07-21,1021.28,1026.1,1011.0,1025.67,2734577
2017-07-24,1028.34,1043.01,1027.43,1038.95,3288020
2017-07-25,1038.05,1043.33,1032.48,1039.87,2447629
2017-07-26,1043.2,1053.2,1043.2,1052.8,2921253
2017-07-27,1069.55,1083.31,1040.18,1046.0,10991715
2017-07-28,1012.14,1032.85,1001.0,1020.04,7709420
2017-07-31,1019.05,1019.05,987.02,987.78,7352063
2017-08-01,996.11,1006.4,991.58,996.19,4572576
2017-08-02,1001.77,1003.21,981.73,995.89,4069993
2017-08-03,999.47,999.5,984.59,986.92,3255764
2017-08-04,989.68,991.67,982.0,987.58,2730308
2017-08-07,990.65,995.0,987.14,992.27,2676607
2017-08-08,994.35,996.28,985.79,989.84,2902815
2017-08-09,982.6,988.0,975.27,982.01,3569731
2017-08-10,976.3,979.86,954.68,956.92,5684068
2017-08-11,960.0,970.39,951.38,967.99,3468017
2017-08-14,978.41,985.5,976.19,983.3,3172892
2017-08-15,988.9,991.74,982.0,982.74,2549295
2017-08-16,981.65,986.46,973.22,978.18,3132066
2017-08-17,977.84,977.84,960.32,960.57,3512397
2017-08-18,961.4,965.43,954.65,958.47,3284821
2017-08-21,957.57,961.2,945.46,953.29,3164483
2017-08-22,955.52,967.93,955.5,966.9,2749970
2017-08-23,959.38,962.0,954.2,958.0,2668264
2017-08-24,957.42,959.0,941.14,952.45,5195726
2017-08-25,956.0,957.62,944.1,945.26,3324791
2017-08-28,946.54,953.0,942.25,946.02,2596737
2017-08-29,940.0,956.0,936.33,954.06,2874299
2017-08-30,958.44,969.41,956.91,967.59,2904604
2017-08-31,974.7,981.0,972.76,980.6,3331488
2017-09-01,984.2,984.5,976.88,978.25,2535917
2017-09-05,975.4,976.77,960.37,965.27,2998649
2017-09-06,968.32,971.84,960.6,967.8,2129861
2017-09-07,974.0,980.59,972.55,979.47,2566794
2017-09-08,979.1,979.88,963.47,965.9,2605322
2017-09-11,974.46,981.94,974.22,977.96,2186666
2017-09-12,983.27,984.67,975.52,982.58,2481066
2017-09-13,983.97,1000.0,979.42,999.6,3374650
2017-09-14,996.8,998.56,987.74,992.21,3913263
2017-09-15,993.01,996.25,984.03,986.79,3760183
2017-09-18,990.4,992.79,968.17,974.19,3411324
2017-09-19,977.25,978.24,967.46,969.86,2671054
2017-09-20,971.79,974.81,962.16,973.21,2888795
2017-09-21,971.31,971.7,962.02,964.65,2337576
2017-09-22,961.01,965.61,954.42,955.1,2641787
2017-09-25,949.31,949.42,932.89,939.79,5123997
2017-09-26,945.49,948.63,931.75,938.6,3564848
2017-09-27,948.0,955.3,943.3,950.87,3124726
2017-09-28,951.86,959.7,950.1,956.4,2522567
2017-09-29,960.11,964.83,958.38,961.35,2543759
2017-10-02,964.0,967.3,952.12,959.19,2442937
2017-10-03,958.0,963.69,950.37,957.1,2666574
2017-10-04,954.21,967.79,954.05,965.45,2527352
2017-10-05,970.0,981.51,969.64,980.85,3229224
2017-10-06,975.64,995.75,975.64,989.58,3782067
2017-10-09,993.24,998.5,987.5,990.99,2938586
2017-10-10,996.67,997.95,980.1,987.2,3084921
2017-10-11,991.27,995.5,986.7,995.0,2337113
2017-10-12,996.81,1008.44,992.4,1000.93,4067317
2017-10-13,1007.0,1007.77,1001.03,1002.94,2431462
2017-10-16,1008.44,1009.57,1001.04,1006.34,2008908
2017-10-17,1005.59,1011.47,1004.38,1009.13,2319742
2017-10-18,1009.27,1022.31,996.55,997.0,2499681
2017-10-19,990.0,991.05,980.24,986.61,3108197
2017-10-20,993.53,994.62,982.0,982.91,2365122
2017-10-23,986.73,986.78,962.5,966.3,3494100
2017-10-24,969.0,979.85,965.0,975.9,2723935
2017-10-25,978.0,984.44,966.24,972.91,3033113
2017-10-26,980.33,982.9,968.55,972.43,5618675
2017-10-27,1058.14,1105.58,1050.55,1100.95,16565021
2017-10-30,1095.01,1122.79,1093.56,1110.85,6613064
2017-10-31,1109.0,1110.54,1101.12,1105.28,3476967
2017-11-01,1105.4,1108.97,1096.74,1103.68,3755511
2017-11-02,1097.81,1101.94,1086.87,1094.22,3684876
2017-11-03,1091.15,1112.68,1088.52,1111.6,3751480
2017-11-06,1109.15,1125.41,1108.77,1120.66,3381138
2017-11-07,1124.74,1130.6,1117.5,1123.17,2688977
2017-11-08,1122.82,1135.54,1119.11,1132.88,2581451
2017-11-09,1125.96,1129.62,1115.77,1129.13,3732732
2017-11-10,1126.1,1131.75,1124.06,1125.35,2179937
2017-11-13,1123.0,1139.9,1122.34,1129.17,2918439
2017-11-14,1130.11,1138.0,1123.89,1136.84,3138423
2017-11-15,1127.01,1131.75,1121.63,1126.69,3928680
2017-11-16,1130.16,1138.16,1130.05,1137.29,2213322
2017-11-17,1138.28,1138.8,1125.81,1129.88,2413388
2017-11-20,1129.77,1133.42,1122.55,1126.31,2163855
